player_id,game_id,date,season,player_name,opponent_id,min,pts,reb,ast,fga,fgm,trend_pts,trend_reb,trend_ast,min_l10,fga_per_min_l10,proj_volume,pts_std_l10,pts_mean_l10,cv_l10,opp_avg_pts_allowed_l10,opp_avg_reb_allowed_l10,opp_avg_ast_allowed_l10
1630202,0022400061,2024-10-22,2024-25,Payton Pritchard,4,24.966666666666665,3,4,4,10,1,-0.19551017952032843,-0.025192524301080377,-0.051145183884225516,14.4,0.39486291486291486,5.686025974025974,4.648775226993763,5.5,0.8452318594534115,112.4,39.2,28.1
1630214,0022400061,2024-10-22,2024-25,Xavier Tillman,4,17.7,2,7,2,6,1,0.10419200002939721,0.03443729351265927,0.03458256025725365,4.1,0.14199134199134197,0.582164502164502,1.3165611772087917,0.8,1.6457014715109897,112.4,39.2,28.1
1630228,0022400072,2024-10-23,2024-25,Jonathan Kuminga,7,19.516666666666666,10,4,1,9,3,0.15367263659297495,-0.06415069686260307,0.1322555368414582,21.475,0.3676745086270725,7.895810072766383,9.028350409189434,11.2,0.8061027151061995,110.4,44.8,26.4
1630322,0022400072,2024-10-23,2024-25,Lindy Waters III,7,5.116666666666666,8,1,0,3,3,0.0,-0.02073851984222241,0.0,0.7,0.1666666666666667,0.1166666666666667,0.0,0.0,0.0,110.4,44.8,26.4
1630540,0022400061,2024-10-22,2024-25,Miles McBride,3,25.85,22,0,2,10,8,0.6104903784754945,0.20592355858834901,0.07774007235514194,27.2,0.33414453601953603,9.08873137973138,6.637435917246636,10.5,0.6321367540234891,104.5,41.5,22.6
1630541,0022400072,2024-10-23,2024-25,Moses Moody,7,14.883333333333333,15,2,2,11,5,0.8278962854551317,-0.08789226086394952,-0.026992117213347964,17.113333333333333,0.2955011798297155,5.057010190819199,4.624812308503869,7.5,0.6166416411338492,110.4,44.8,26.4
1630559,0022400062,2024-10-22,2024-25,Austin Reaves,6,36.03333333333333,12,9,4,14,6,0.2253990959600096,-0.1515048252908272,0.05719036339795546,32.79,0.37944275942929956,12.441928081686733,4.667856991049425,17.7,0.26372073395759466,106.1,40.3,22.7
1630573,0022400061,2024-10-22,2024-25,Sam Hauser,4,24.166666666666668,10,5,1,10,4,0.7911067395539397,0.16519676864896965,-0.03437437745263801,14.3,0.3369180097508271,4.817927539436828,4.498147766951786,5.3,0.8487071258399597,112.4,39.2,28.1
1630574,0022400061,2024-10-22,2024-25,Ariel Hukporti,3,6.083333333333333,0,4,0,0,0,0.0,0.0,0.0,6.083333333333333,0.0,0.0,,,0.0,104.5,41.5,22.6
1630579,0022400061,2024-10-22,2024-25,Jericho Sims,3,24.383333333333333,4,9,1,3,2,0.03464940140317535,0.03952145997359266,0.03458256025725365,2.4,0.14166666666666666,0.33999999999999997,1.4944341180973264,0.7,2.134905882996181,104.5,41.5,22.6
